AFFGEOID,NAME,POPEST_2017
0500000US26031,"Cheboygan County, Michigan",25369
0500000US26033,"Chippewa County, Michigan",37711
0500000US26035,"Clare County, Michigan",30653
0500000US26037,"Clinton County, Michigan",78443
0500000US26039,"Crawford County, Michigan",13907
0500000US26041,"Delta County, Michigan",35965
0500000US26043,"Dickinson County, Michigan",25415
0500000US26045,"Eaton County, Michigan",109027
0500000US26047,"Emmet County, Michigan",33193
0500000US26049,"Genesee County, Michigan",407385
0500000US26051,"Gladwin County, Michigan",25234
0500000US26053,"Gogebic County, Michigan",15342
0500000US26055,"Grand Traverse County, Michigan",91807
0500000US26057,"Gratiot County, Michigan",41018
0500000US26059,"Hillsdale County, Michigan",45879
0500000US26061,"Houghton County, Michigan",36305
0500000US26063,"Huron County, Michigan",31280
0500000US26065,"Ingham County, Michigan",290186
0500000US26067,"Ionia County, Michigan",64291
0500000US26069,"Iosco County, Michigan",25162
0500000US26071,"Iron County, Michigan",11124
0500000US26073,"Isabella County, Michigan",71063
0500000US26075,"Jackson County, Michigan",158640
0500000US26077,"Kalamazoo County, Michigan",262985
0500000US26079,"Kalkaska County, Michigan",17634
0500000US26081,"Kent County, Michigan",648594
0500000US26083,"Keweenaw County, Michigan",2105
0500000US26085,"Lake County, Michigan",12013
0500000US26087,"Lapeer County, Michigan",88174
0500000US26089,"Leelanau County, Michigan",21657
0500000US26091,"Lenawee County, Michigan",98623
0500000US26093,"Livingston County, Michigan",189651
0500000US26095,"Luce County, Michigan",6358
0500000US26097,"Mackinac County, Michigan",10712
0500000US26099,"Macomb County, Michigan",871375
0500000US26101,"Manistee County, Michigan",24427
0500000US26103,"Marquette County, Michigan",66502
0500000US26105,"Mason County, Michigan",29073
0500000US26107,"Mecosta County, Michigan",43391
0500000US26109,"Menominee County, Michigan",23046
0500000US26111,"Midland County, Michigan",83411
0500000US26113,"Missaukee County, Michigan",14998
0500000US26115,"Monroe County, Michigan",149649
0500000US26117,"Montcalm County, Michigan",63550
0500000US26119,"Montmorency County, Michigan",9250
0500000US26121,"Muskegon County, Michigan",173693
0500000US26123,"Newaygo County, Michigan",48242
0500000US26125,"Oakland County, Michigan",1250836
0500000US26127,"Oceana County, Michigan",26442
0500000US26129,"Ogemaw County, Michigan",20981
0500000US26131,"Ontonagon County, Michigan",5881
0500000US26133,"Osceola County, Michigan",23260
0500000US26135,"Oscoda County, Michigan",8287
0500000US26137,"Otsego County, Michigan",24538
0500000US26139,"Ottawa County, Michigan",286383
0500000US26141,"Presque Isle County, Michigan",12791
0500000US26143,"Roscommon County, Michigan",23895
0500000US26145,"Saginaw County, Michigan",191934
0500000US26147,"St. Clair County, Michigan",159350
0500000US26149,"St. Joseph County, Michigan",60947
0500000US26151,"Sanilac County, Michigan",41269
0500000US26153,"Schoolcraft County, Michigan",8049
0500000US26155,"Shiawassee County, Michigan",68446
0500000US26157,"Tuscola County, Michigan",52764
0500000US26159,"Van Buren County, Michigan",75353
0500000US26161,"Washtenaw County, Michigan",367627
0500000US26163,"Wayne County, Michigan",1753616
0500000US26165,"Wexford County, Michigan",33276
0500000US27001,"Aitkin County, Minnesota",15829
0500000US27003,"Anoka County, Minnesota",351373
0500000US27005,"Becker County, Minnesota",34098
0500000US27007,"Beltrami County, Minnesota",46513
0500000US27009,"Benton County, Minnesota",39937
0500000US27011,"Big Stone County, Minnesota",5026
0500000US27013,"Blue Earth County, Minnesota",66973
0500000US27015,"Brown County, Minnesota",25194
0500000US27017,"Carlton County, Minnesota",35498
0500000US27019,"Carver County, Minnesota",102119
0500000US27021,"Cass County, Minnesota",29355
0500000US27023,"Chippewa County, Minnesota",11980
0500000US27025,"Chisago County, Minnesota",55308
0500000US27027,"Clay County, Minnesota",63569
0500000US27029,"Clearwater County, Minnesota",8878
0500000US27031,"Cook County, Minnesota",5398
0500000US27033,"Cottonwood County, Minnesota",11295
0500000US27035,"Crow Wing County, Minnesota",64424
0500000US27037,"Dakota County, Minnesota",421751
0500000US27039,"Dodge County, Minnesota",20762
0500000US27041,"Douglas County, Minnesota",37575
0500000US27043,"Faribault County, Minnesota",13784
0500000US27045,"Fillmore County, Minnesota",20980
0500000US27047,"Freeborn County, Minnesota",30535
0500000US27049,"Goodhue County, Minnesota",46304
0500000US27051,"Grant County, Minnesota",5941
0500000US27053,"Hennepin County, Minnesota",1252024
0500000US27055,"Houston County, Minnesota",18660
0500000US27057,"Hubbard County, Minnesota",21018
0500000US27059,"Isanti County, Minnesota",39582
0500000US27061,"Itasca County, Minnesota",45137
0500000US27063,"Jackson County, Minnesota",9946
0500000US27065,"Kanabec County, Minnesota",16024
0500000US27067,"Kandiyohi County, Minnesota",42743
0500000US27069,"Kittson County, Minnesota",4250
0500000US27071,"Koochiching County, Minnesota",12528
0500000US27073,"Lac qui Parle County, Minnesota",6685
0500000US27075,"Lake County, Minnesota",10524
0500000US27077,"Lake of the Woods County, Minnesota",3744
0500000US27079,"Le Sueur County, Minnesota",28111
0500000US27081,"Lincoln County, Minnesota",5678
0500000US27083,"Lyon County, Minnesota",25831
0500000US27085,"McLeod County, Minnesota",35884
0500000US27087,"Mahnomen County, Minnesota",5596
0500000US27089,"Marshall County, Minnesota",9356
0500000US27091,"Martin County, Minnesota",19850
0500000US27093,"Meeker County, Minnesota",23131
0500000US27095,"Mille Lacs County, Minnesota",25872
0500000US27097,"Morrison County, Minnesota",33064
0500000US27099,"Mower County, Minnesota",39566
0500000US27101,"Murray County, Minnesota",8346
0500000US27103,"Nicollet County, Minnesota",33966
0500000US27105,"Nobles County, Minnesota",21944
0500000US27107,"Norman County, Minnesota",6597
0500000US27109,"Olmsted County, Minnesota",154930
0500000US27111,"Otter Tail County, Minnesota",58345
0500000US27113,"Pennington County, Minnesota",14238
0500000US27115,"Pine County, Minnesota",29203
0500000US27117,"Pipestone County, Minnesota",9087
0500000US27119,"Polk County, Minnesota",31619
0500000US27121,"Pope County, Minnesota",10970
0500000US27123,"Ramsey County, Minnesota",547974
0500000US27125,"Red Lake County, Minnesota",4030
0500000US27127,"Redwood County, Minnesota",15272
0500000US27129,"Renville County, Minnesota",14645
0500000US27131,"Rice County, Minnesota",65968
0500000US27133,"Rock County, Minnesota",9490
0500000US27135,"Roseau County, Minnesota",15327
0500000US27137,"St. Louis County, Minnesota",200000
0500000US27139,"Scott County, Minnesota",145827
0500000US27141,"Sherburne County, Minnesota",94570
0500000US27143,"Sibley County, Minnesota",14869
0500000US27145,"Stearns County, Minnesota",157822
0500000US27147,"Steele County, Minnesota",36887
0500000US27149,"Stevens County, Minnesota",9634
0500000US27151,"Swift County, Minnesota",9407
0500000US27153,"Todd County, Minnesota",24515
0500000US27155,"Traverse County, Minnesota",3319
0500000US27157,"Wabasha County, Minnesota",21608
0500000US27159,"Wadena County, Minnesota",13669
0500000US27161,"Waseca County, Minnesota",18787
0500000US27163,"Washington County, Minnesota",256348
0500000US27165,"Watonwan County, Minnesota",10840
0500000US27167,"Wilkin County, Minnesota",6324
0500000US27169,"Winona County, Minnesota",50873
0500000US27171,"Wright County, Minnesota",134286
0500000US27173,"Yellow Medicine County, Minnesota",9867
0500000US28001,"Adams County, Mississippi",31003
0500000US28003,"Alcorn County, Mississippi",37210
0500000US28005,"Amite County, Mississippi",12447
0500000US28007,"Attala County, Mississippi",18477
0500000US28009,"Benton County, Mississippi",8312
0500000US28011,"Bolivar County, Mississippi",31945
0500000US28013,"Calhoun County, Mississippi",14492
0500000US28015,"Carroll County, Mississippi",10139
0500000US28017,"Chickasaw County, Mississippi",17146
0500000US28019,"Choctaw County, Mississippi",8278
0500000US28021,"Claiborne County, Mississippi",8950
0500000US28023,"Clarke County, Mississippi",15828
0500000US28025,"Clay County, Mississippi",19640
0500000US28027,"Coahoma County, Mississippi",23154
0500000US28029,"Copiah County, Mississippi",28516
0500000US28031,"Covington County, Mississippi",19079
0500000US28033,"DeSoto County, Mississippi",178751
0500000US28035,"Forrest County, Mississippi",75471
0500000US28037,"Franklin County, Mississippi",7765
0500000US28039,"George County, Mississippi",24094
0500000US28041,"Greene County, Mississippi",13345
0500000US28043,"Grenada County, Mississippi",21087
0500000US28045,"Hancock County, Mississippi",47053
0500000US28047,"Harrison County, Mississippi",205027
0500000US28049,"Hinds County, Mississippi",239497
0500000US28051,"Holmes County, Mississippi",17739
0500000US28053,"Humphreys County, Mississippi",8342
0500000US28055,"Issaquena County, Mississippi",1339
0500000US28057,"Itawamba County, Mississippi",23508
0500000US28059,"Jackson County, Mississippi",142152
0500000US28061,"Jasper County, Mississippi",16582
0500000US28063,"Jefferson County, Mississippi",7262
0500000US28065,"Jefferson Davis County, Mississippi",11314
0500000US28067,"Jones County, Mississippi",67930
0500000US28069,"Kemper County, Mississippi",9883
0500000US28071,"Lafayette County, Mississippi",54374
0500000US28073,"Lamar County, Mississippi",61374
0500000US28075,"Lauderdale County, Mississippi",76155
0500000US28077,"Lawrence County, Mississippi",12643
0500000US28079,"Leake County, Mississippi",22715
0500000US28081,"Lee County, Mississippi",84933
0500000US28083,"Leflore County, Mississippi",29223
0500000US28085,"Lincoln County, Mississippi",34347
0500000US28087,"Lowndes County, Mississippi",59186
0500000US28089,"Madison County, Mississippi",104618
0500000US28091,"Marion County, Mississippi",25069
0500000US28093,"Marshall County, Mississippi",35619
0500000US28095,"Monroe County, Mississippi",35872
0500000US28097,"Montgomery County, Mississippi",10173
0500000US28099,"Neshoba County, Mississippi",29369
0500000US28101,"Newton County, Mississippi",21185
0500000US28103,"Noxubee County, Mississippi",10742
0500000US28105,"Oktibbeha County, Mississippi",49799
0500000US28107,"Panola County, Mississippi",33994
0500000US28109,"Pearl River County, Mississippi",55270
0500000US28111,"Perry County, Mississippi",12032
0500000US28113,"Pike County, Mississippi",39468
0500000US28115,"Pontotoc County, Mississippi",31640
0500000US28117,"Prentiss County, Mississippi",25261
0500000US28119,"Quitman County, Mississippi",7269
0500000US28121,"Rankin County, Mississippi",152080
0500000US28123,"Scott County, Mississippi",28420
0500000US28125,"Sharkey County, Mississippi",4435
0500000US28127,"Simpson County, Mississippi",26947
0500000US28129,"Smith County, Mississippi",16078
0500000US28131,"Stone County, Mississippi",18112
0500000US28133,"Sunflower County, Mississippi",25981
0500000US28135,"Tallahatchie County, Mississippi",14125
0500000US28137,"Tate County, Mississippi",28441
0500000US28139,"Tippah County, Mississippi",21969
0500000US28141,"Tishomingo County, Mississippi",19542
0500000US28143,"Tunica County, Mississippi",10024
0500000US28145,"Union County, Mississippi",28556
0500000US28147,"Walthall County, Mississippi",14499
0500000US28149,"Warren County, Mississippi",46768
0500000US28151,"Washington County, Mississippi",46221
0500000US28153,"Wayne County, Mississippi",20446
0500000US28155,"Webster County, Mississippi",9765
0500000US28157,"Wilkinson County, Mississippi",8804
0500000US28159,"Winston County, Mississippi",18246
0500000US28161,"Yalobusha County, Mississippi",12497
0500000US28163,"Yazoo County, Mississippi",27057
0500000US29001,"Adair County, Missouri",25377
0500000US29003,"Andrew County, Missouri",17555
0500000US29005,"Atchison County, Missouri",5275
0500000US29007,"Audrain County, Missouri",25641
0500000US29009,"Barry County, Missouri",35668
0500000US29011,"Barton County, Missouri",11850
0500000US29013,"Bates County, Missouri",16334
0500000US29015,"Benton County, Missouri",19074
0500000US29017,"Bollinger County, Missouri",12306
0500000US29019,"Boone County, Missouri",178271
0500000US29021,"Buchanan County, Missouri",89065
0500000US29023,"Butler County, Missouri",42666
0500000US29025,"Caldwell County, Missouri",9100
0500000US29027,"Callaway County, Missouri",45032
0500000US29029,"Camden County, Missouri",45632
0500000US29031,"Cape Girardeau County, Missouri",78161
0500000US29033,"Carroll County, Missouri",8796
0500000US29035,"Carter County, Missouri",6169
0500000US29037,"Cass County, Missouri",103724
0500000US29039,"Cedar County, Missouri",14073
0500000US29041,"Chariton County, Missouri",7480
0500000US29043,"Christian County, Missouri",85432
0500000US29045,"Clark County, Missouri",6723
0500000US29047,"Clay County, Missouri",242874
0500000US29049,"Clinton County, Missouri",20554
0500000US29051,"Cole County, Missouri",76708
0500000US29053,"Cooper County, Missouri",17644
0500000US29055,"Crawford County, Missouri",24102
0500000US29057,"Dade County, Missouri",7588
0500000US29059,"Dallas County, Missouri",16673
0500000US29061,"Daviess County, Missouri",8361
0500000US29063,"DeKalb County, Missouri",12588
0500000US29065,"Dent County, Missouri",15480
0500000US29067,"Douglas County, Missouri",13300
0500000US29069,"Dunklin County, Missouri",30119
0500000US29071,"Franklin County, Missouri",103330
0500000US29073,"Gasconade County, Missouri",14726
0500000US29075,"Gentry County, Missouri",6665
0500000US29077,"Greene County, Missouri",289805
0500000US29079,"Grundy County, Missouri",9949
0500000US29081,"Harrison County, Missouri",8524
0500000US29083,"Henry County, Missouri",21718
0500000US29085,"Hickory County, Missouri",9475
0500000US29087,"Holt County, Missouri",4413
0500000US29089,"Howard County, Missouri",10139
0500000US29091,"Howell County, Missouri",40103
0500000US29093,"Iron County, Missouri",10226
0500000US29095,"Jackson County, Missouri",698895
0500000US29097,"Jasper County, Missouri",120217
0500000US29099,"Jefferson County, Missouri",223810
0500000US29101,"Johnson County, Missouri",53897
0500000US29103,"Knox County, Missouri",3977
0500000US29105,"Laclede County, Missouri",35443
0500000US29107,"Lafayette County, Missouri",32641
0500000US29109,"Lawrence County, Missouri",38434
0500000US29111,"Lewis County, Missouri",9967
0500000US29113,"Lincoln County, Missouri",56183
0500000US29115,"Linn County, Missouri",12194
0500000US29117,"Livingston County, Missouri",15173
0500000US29119,"McDonald County, Missouri",22828
0500000US29121,"Macon County, Missouri",15251
0500000US29123,"Madison County, Missouri",12243
0500000US29125,"Maries County, Missouri",8867
0500000US29127,"Marion County, Missouri",28634
0500000US29129,"Mercer County, Missouri",3678
0500000US29131,"Miller County, Missouri",25228
0500000US29133,"Mississippi County, Missouri",13586
0500000US29135,"Moniteau County, Missouri",16063
0500000US29137,"Monroe County, Missouri",8612
0500000US29139,"Montgomery County, Missouri",11438
0500000US29141,"Morgan County, Missouri",20145
0500000US29143,"New Madrid County, Missouri",17582
0500000US29145,"Newton County, Missouri",58290
0500000US29147,"Nodaway County, Missouri",22472
0500000US29149,"Oregon County, Missouri",10558
0500000US29151,"Osage County, Missouri",13662
0500000US29153,"Ozark County, Missouri",9186
0500000US29155,"Pemiscot County, Missouri",16826
0500000US29157,"Perry County, Missouri",19225
0500000US29159,"Pettis County, Missouri",42558
0500000US29161,"Phelps County, Missouri",44744
0500000US29163,"Pike County, Missouri",18567
0500000US29165,"Platte County, Missouri",101187
0500000US29167,"Polk County, Missouri",31794
0500000US29169,"Pulaski County, Missouri",52059
0500000US29171,"Putnam County, Missouri",4811
0500000US29173,"Ralls County, Missouri",10224
0500000US29175,"Randolph County, Missouri",24945
0500000US29177,"Ray County, Missouri",22855
0500000US29179,"Reynolds County, Missouri",6275
0500000US29181,"Ripley County, Missouri",13564
0500000US29183,"St. Charles County, Missouri",395504
0500000US29185,"St. Clair County, Missouri",9362
0500000US29186,"Ste. Genevieve County, Missouri",17843
0500000US29187,"St. Francois County, Missouri",66705
0500000US29189,"St. Louis County, Missouri",996726
0500000US29195,"Saline County, Missouri",22660
0500000US29197,"Schuyler County, Missouri",4508
0500000US29199,"Scotland County, Missouri",4963
0500000US29201,"Scott County, Missouri",38541
0500000US29203,"Shannon County, Missouri",8249
0500000US29205,"Shelby County, Missouri",6021
0500000US29207,"Stoddard County, Missouri",29369
0500000US29209,"Stone County, Missouri",31699
0500000US29211,"Sullivan County, Missouri",6229
0500000US29213,"Taney County, Missouri",55355
0500000US29215,"Texas County, Missouri",25735
0500000US29217,"Vernon County, Missouri",20437
0500000US29219,"Warren County, Missouri",34373
0500000US29221,"Washington County, Missouri",25022
0500000US29223,"Wayne County, Missouri",13296
0500000US29225,"Webster County, Missouri",38665
0500000US29227,"Worth County, Missouri",2057
0500000US29229,"Wright County, Missouri",18331
0500000US29510,"St. Louis city, Missouri",308626
0500000US30001,"Beaverhead County, Montana",9434
0500000US30003,"Big Horn County, Montana",13360
0500000US30005,"Blaine County, Montana",6708
0500000US30007,"Broadwater County, Montana",5936
0500000US30009,"Carbon County, Montana",10696
0500000US30011,"Carter County, Montana",1222
0500000US30013,"Cascade County, Montana",81654
0500000US30015,"Chouteau County, Montana",5765
0500000US30017,"Custer County, Montana",11721
0500000US30019,"Daniels County, Montana",1737
0500000US30021,"Dawson County, Montana",8950
0500000US30023,"Deer Lodge County, Montana",9106
0500000US30025,"Fallon County, Montana",3009
0500000US30027,"Fergus County, Montana",11291
0500000US30029,"Flathead County, Montana",100000
0500000US30031,"Gallatin County, Montana",107810
0500000US30033,"Garfield County, Montana",1293
0500000US30035,"Glacier County, Montana",13640
0500000US30037,"Golden Valley County, Montana",822
0500000US30039,"Granite County, Montana",3358
0500000US30041,"Hill County, Montana",16463
0500000US30043,"Jefferson County, Montana",11891
0500000US30045,"Judith Basin County, Montana",1961
0500000US30047,"Lake County, Montana",30273
0500000US30049,"Lewis and Clark County, Montana",67773
0500000US30051,"Liberty County, Montana",2427
0500000US30053,"Lincoln County, Montana",19440
0500000US30055,"McCone County, Montana",1718
0500000US30057,"Madison County, Montana",8175
0500000US30059,"Meagher County, Montana",1851
0500000US30061,"Mineral County, Montana",4255
0500000US30063,"Missoula County, Montana",117441
0500000US30065,"Musselshell County, Montana",4639
0500000US30067,"Park County, Montana",16353
0500000US30069,"Petroleum County, Montana",523
0500000US30071,"Phillips County, Montana",4119
0500000US30073,"Pondera County, Montana",5960
0500000US30075,"Powder River County, Montana",1752
0500000US30077,"Powell County, Montana",6795
0500000US30079,"Prairie County, Montana",1109
0500000US30081,"Ravalli County, Montana",42563
0500000US30083,"Richland County, Montana",11039
0500000US30085,"Roosevelt County, Montana",11098
0500000US30087,"Rosebud County, Montana",9248
0500000US30089,"Sanders County, Montana",11711
0500000US30091,"Sheridan County, Montana",3469
0500000US30093,"Silver Bow County, Montana",34602
0500000US30095,"Stillwater County, Montana",9419
0500000US30097,"Sweet Grass County, Montana",3691
0500000US30099,"Teton County, Montana",6085
0500000US30101,"Toole County, Montana",4886
0500000US30103,"Treasure County, Montana",679
0500000US30105,"Valley County, Montana",7433
0500000US30107,"Wheatland County, Montana",2140
0500000US30109,"Wibaux County, Montana",1020
0500000US30111,"Yellowstone County, Montana",158980
0500000US31001,"Adams County, Nebraska",31678
0500000US31003,"Antelope County, Nebraska",6362
0500000US31005,"Arthur County, Nebraska",457
0500000US31007,"Banner County, Nebraska",742
0500000US31009,"Blaine County, Nebraska",482
0500000US31011,"Boone County, Nebraska",5352
0500000US31013,"Box Butte County, Nebraska",10886
0500000US31015,"Boyd County, Nebraska",1977
0500000US31017,"Brown County, Nebraska",3014
0500000US31019,"Buffalo County, Nebraska",49732
0500000US31021,"Burt County, Nebraska",6535
0500000US31023,"Butler County, Nebraska",8053
0500000US31025,"Cass County, Nebraska",25889
0500000US31027,"Cedar County, Nebraska",8530
0500000US31029,"Chase County, Nebraska",3971
0500000US31031,"Cherry County, Nebraska",5818
0500000US31033,"Cheyenne County, Nebraska",9676
0500000US31035,"Clay County, Nebraska",6205
0500000US31037,"Colfax County, Nebraska",10585
0500000US31039,"Cuming County, Nebraska",9042
0500000US31041,"Custer County, Nebraska",10897
0500000US31043,"Dakota County, Nebraska",20186
0500000US31045,"Dawes County, Nebraska",8890
0500000US31047,"Dawson County, Nebraska",23709
0500000US31049,"Deuel County, Nebraska",1883
0500000US31051,"Dixon County, Nebraska",5754
0500000US31053,"Dodge County, Nebraska",36707
0500000US31055,"Douglas County, Nebraska",561620
0500000US31057,"Dundy County, Nebraska",1801
0500000US31059,"Fillmore County, Nebraska",5582
0500000US31061,"Franklin County, Nebraska",2990
0500000US31063,"Frontier County, Nebraska",2631
0500000US31065,"Furnas County, Nebraska",4780
0500000US31067,"Gage County, Nebraska",21601
0500000US31069,"Garden County, Nebraska",1906
0500000US31071,"Garfield County, Nebraska",2016
0500000US31073,"Gosper County, Nebraska",2028
0500000US31075,"Grant County, Nebraska",649
0500000US31077,"Greeley County, Nebraska",2374
0500000US31079,"Hall County, Nebraska",61519
0500000US31081,"Hamilton County, Nebraska",9207
0500000US31083,"Harlan County, Nebraska",3443
0500000US31085,"Hayes County, Nebraska",893
0500000US31087,"Hitchcock County, Nebraska",2834
0500000US31089,"Holt County, Nebraska",10202
0500000US31091,"Hooker County, Nebraska",674
0500000US31093,"Howard County, Nebraska",6437
0500000US31095,"Jefferson County, Nebraska",7178
0500000US31097,"Johnson County, Nebraska",5185
0500000US31099,"Kearney County, Nebraska",6530
0500000US31101,"Keith County, Nebraska",8072
0500000US31103,"Keya Paha County, Nebraska",793
0500000US31105,"Kimball County, Nebraska",3619
0500000US31107,"Knox County, Nebraska",8472
0500000US31109,"Lancaster County, Nebraska",314358
0500000US31111,"Lincoln County, Nebraska",35280
0500000US31113,"Logan County, Nebraska",768
0500000US31115,"Loup County, Nebraska",609
0500000US31117,"McPherson County, Nebraska",499
0500000US31119,"Madison County, Nebraska",35144
0500000US31121,"Merrick County, Nebraska",7882
0500000US31123,"Morrill County, Nebraska",4836
0500000US31125,"Nance County, Nebraska",3607
0500000US31127,"Nemaha County, Nebraska",6949
0500000US31129,"Nuckolls County, Nebraska",4275
0500000US31131,"Otoe County, Nebraska",16027
0500000US31133,"Pawnee County, Nebraska",2641
0500000US31135,"Perkins County, Nebraska",2903
0500000US31137,"Phelps County, Nebraska",9060
0500000US31139,"Pierce County, Nebraska",7138
0500000US31141,"Platte County, Nebraska",33175
0500000US31143,"Polk County, Nebraska",5328
0500000US31145,"Red Willow County, Nebraska",10728
0500000US31147,"Richardson County, Nebraska",7969
0500000US31149,"Rock County, Nebraska",1436
0500000US31151,"Saline County, Nebraska",14441
0500000US31153,"Sarpy County, Nebraska",181439
0500000US31155,"Saunders County, Nebraska",21057
0500000US31157,"Scotts Bluff County, Nebraska",36363
0500000US31159,"Seward County, Nebraska",17161
0500000US31161,"Sheridan County, Nebraska",5289
0500000US31163,"Sherman County, Nebraska",3086
0500000US31165,"Sioux County, Nebraska",1203
0500000US31167,"Stanton County, Nebraska",5988
0500000US31169,"Thayer County, Nebraska",5045
0500000US31171,"Thomas County, Nebraska",725
0500000US31173,"Thurston County, Nebraska",7223
0500000US31175,"Valley County, Nebraska",4209
0500000US31177,"Washington County, Nebraska",20721
0500000US31179,"Wayne County, Nebraska",9318
0500000US31181,"Webster County, Nebraska",3524
0500000US31183,"Wheeler County, Nebraska",818
0500000US31185,"York County, Nebraska",13806
0500000US32001,"Churchill County, Nevada",24230
0500000US32003,"Clark County, Nevada",2204079
0500000US32005,"Douglas County, Nevada",48309
0500000US32007,"Elko County, Nevada",52649
0500000US32009,"Esmeralda County, Nevada",850
0500000US32011,"Eureka County, Nevada",1961
0500000US32013,"Humboldt County, Nevada",16826
0500000US32015,"Lander County, Nevada",5693
0500000US32017,"Lincoln County, Nevada",5223
0500000US32019,"Lyon County, Nevada",54122
0500000US32021,"Mineral County, Nevada",4457
0500000US32023,"Nye County, Nevada",44202
0500000US32027,"Pershing County, Nevada",6508
0500000US32029,"Storey County, Nevada",4006
0500000US32031,"Washoe County, Nevada",460587
0500000US32033,"White Pine County, Nevada",9592
0500000US32510,"Carson City, Nevada",54745
0500000US33001,"Belknap County, New Hampshire",60785
0500000US33003,"Carroll County, New Hampshire",48064
0500000US33005,"Cheshire County, New Hampshire",75960
0500000US33007,"Coos County, New Hampshire",31634
0500000US33009,"Grafton County, New Hampshire",89386
0500000US33011,"Hillsborough County, New Hampshire",409697
0500000US33013,"Merrimack County, New Hampshire",149216
0500000US33015,"Rockingham County, New Hampshire",306363
0500000US33017,"Strafford County, New Hampshire",128613
0500000US33019,"Sullivan County, New Hampshire",43077
0500000US34001,"Atlantic County, New Jersey",269918
0500000US34003,"Bergen County, New Jersey",948406
0500000US34005,"Burlington County, New Jersey",448596
0500000US34007,"Camden County, New Jersey",510719
0500000US34009,"Cape May County, New Jersey",93553
0500000US34011,"Cumberland County, New Jersey",152538
0500000US34013,"Essex County, New Jersey",808285
0500000US34015,"Gloucester County, New Jersey",292206
0500000US34017,"Hudson County, New Jersey",691643
0500000US34019,"Hunterdon County, New Jersey",125059
0500000US34021,"Mercer County, New Jersey",374733
0500000US34023,"Middlesex County, New Jersey",842798
0500000US34025,"Monmouth County, New Jersey",626351
0500000US34027,"Morris County, New Jersey",499693
0500000US34029,"Ocean County, New Jersey",597943
0500000US34031,"Passaic County, New Jersey",512607
0500000US34033,"Salem County, New Jersey",62792
0500000US34035,"Somerset County, New Jersey",335432
0500000US34037,"Sussex County, New Jersey",141682
0500000US34039,"Union County, New Jersey",563892
0500000US34041,"Warren County, New Jersey",106798
0500000US35001,"Bernalillo County, New Mexico",676773
0500000US35003,"Catron County, New Mexico",3587
0500000US35005,"Chaves County, New Mexico",64866
0500000US35006,"Cibola County, New Mexico",26853
0500000US35007,"Colfax County, New Mexico",12174
0500000US35009,"Curry County, New Mexico",49812
0500000US35011,"De Baca County, New Mexico",1829
0500000US35013,"Doña Ana County, New Mexico",215579
0500000US35015,"Eddy County, New Mexico",56997
0500000US35017,"Grant County, New Mexico",27687
0500000US35019,"Guadalupe County, New Mexico",4429
0500000US35021,"Harding County, New Mexico",692
0500000US35023,"Hidalgo County, New Mexico",4305
0500000US35025,"Lea County, New Mexico",68759
0500000US35027,"Lincoln County, New Mexico",19395
0500000US35028,"Los Alamos County, New Mexico",18738
0500000US35029,"Luna County, New Mexico",24078
0500000US35031,"McKinley County, New Mexico",72564
0500000US35033,"Mora County, New Mexico",4551
0500000US35035,"Otero County, New Mexico",65817
0500000US35037,"Quay County, New Mexico",8306
0500000US35039,"Rio Arriba County, New Mexico",39159
0500000US35041,"Roosevelt County, New Mexico",18847
0500000US35043,"Sandoval County, New Mexico",142507
0500000US35045,"San Juan County, New Mexico",126926
0500000US35047,"San Miguel County, New Mexico",27748
0500000US35049,"Santa Fe County, New Mexico",148750
0500000US35051,"Sierra County, New Mexico",11116
0500000US35053,"Socorro County, New Mexico",16798
0500000US35055,"Taos County, New Mexico",32795
0500000US35057,"Torrance County, New Mexico",15506
0500000US35059,"Union County, New Mexico",4187
0500000US35061,"Valencia County, New Mexico",75940
0500000US36001,"Albany County, New York",309612
0500000US36003,"Allegany County, New York",46894
0500000US36005,"Bronx County, New York",1471160
0500000US36007,"Broome County, New York",193639
0500000US36009,"Cattaraugus County, New York",77348
0500000US36011,"Cayuga County, New York",77603
0500000US36013,"Chautauqua County, New York",129046
0500000US36015,"Chemung County, New York",85557
0500000US36017,"Chenango County, New York",47863
0500000US36019,"Clinton County, New York",80980
0500000US36021,"Columbia County, New York",60604
0500000US36023,"Cortland County, New York",47786
0500000US36025,"Delaware County, New York",45001
0500000US36027,"Dutchess County, New York",295568
0500000US36029,"Erie County, New York",925528
0500000US36031,"Essex County, New York",37956
0500000US36033,"Franklin County, New York",51116
0500000US36035,"Fulton County, New York",53877
0500000US36037,"Genesee County, New York",57956
0500000US36039,"Greene County, New York",47470
0500000US36041,"Hamilton County, New York",4485
0500000US36043,"Herkimer County, New York",62240
0500000US36045,"Jefferson County, New York",114187
0500000US36047,"Kings County, New York",2648771
0500000US36049,"Lewis County, New York",26551
0500000US36051,"Livingston County, New York",63799
0500000US36053,"Madison County, New York",70965
0500000US36055,"Monroe County, New York",747642
0500000US36057,"Montgomery County, New York",49258
0500000US36059,"Nassau County, New York",1369514
0500000US36061,"New York County, New York",1664727
0500000US36063,"Niagara County, New York",211328
0500000US36065,"Oneida County, New York",231332
0500000US36067,"Onondaga County, New York",465398
0500000US36069,"Ontario County, New York",109899
0500000US36071,"Orange County, New York",382226
0500000US36073,"Orleans County, New York",40983
0500000US36075,"Oswego County, New York",118478
0500000US36077,"Otsego County, New York",60094
0500000US36079,"Putnam County, New York",99323
