AFFGEOID,NAME,POPEST_2017
0500000US17067,"Hancock County, Illinois",18020
0500000US17069,"Hardin County, Illinois",4046
0500000US17071,"Henderson County, Illinois",6795
0500000US17073,"Henry County, Illinois",49328
0500000US17075,"Iroquois County, Illinois",27876
0500000US17077,"Jackson County, Illinois",58284
0500000US17079,"Jasper County, Illinois",9578
0500000US17081,"Jefferson County, Illinois",38179
0500000US17083,"Jersey County, Illinois",21941
0500000US17085,"Jo Daviess County, Illinois",21594
0500000US17087,"Johnson County, Illinois",12900
0500000US17089,"Kane County, Illinois",534667
0500000US17091,"Kankakee County, Illinois",109605
0500000US17093,"Kendall County, Illinois",126218
0500000US17095,"Knox County, Illinois",50638
0500000US17097,"Lake County, Illinois",703520
0500000US17099,"LaSalle County, Illinois",110067
0500000US17101,"Lawrence County, Illinois",16168
0500000US17103,"Lee County, Illinois",34406
0500000US17105,"Livingston County, Illinois",36518
0500000US17107,"Logan County, Illinois",29245
0500000US17109,"McDonough County, Illinois",30823
0500000US17111,"McHenry County, Illinois",309122
0500000US17113,"McLean County, Illinois",172290
0500000US17115,"Macon County, Illinois",105801
0500000US17117,"Macoupin County, Illinois",45446
0500000US17119,"Madison County, Illinois",265428
0500000US17121,"Marion County, Illinois",37902
0500000US17123,"Marshall County, Illinois",11730
0500000US17125,"Mason County, Illinois",13715
0500000US17127,"Massac County, Illinois",14344
0500000US17129,"Menard County, Illinois",12245
0500000US17131,"Mercer County, Illinois",15618
0500000US17133,"Monroe County, Illinois",34097
0500000US17135,"Montgomery County, Illinois",28790
0500000US17137,"Morgan County, Illinois",33798
0500000US17139,"Moultrie County, Illinois",14688
0500000US17141,"Ogle County, Illinois",51063
0500000US17143,"Peoria County, Illinois",183011
0500000US17145,"Perry County, Illinois",21285
0500000US17147,"Piatt County, Illinois",16445
0500000US17149,"Pike County, Illinois",15821
0500000US17151,"Pope County, Illinois",4325
0500000US17153,"Pulaski County, Illinois",5509
0500000US17155,"Putnam County, Illinois",5727
0500000US17157,"Randolph County, Illinois",32423
0500000US17159,"Richland County, Illinois",15901
0500000US17161,"Rock Island County, Illinois",144808
0500000US17163,"St. Clair County, Illinois",262479
0500000US17165,"Saline County, Illinois",24102
0500000US17167,"Sangamon County, Illinois",196452
0500000US17169,"Schuyler County, Illinois",7035
0500000US17171,"Scott County, Illinois",5002
0500000US17173,"Shelby County, Illinois",21719
0500000US17175,"Stark County, Illinois",5434
0500000US17177,"Stephenson County, Illinois",45054
0500000US17179,"Tazewell County, Illinois",133526
0500000US17181,"Union County, Illinois",17000
0500000US17183,"Vermilion County, Illinois",77909
0500000US17185,"Wabash County, Illinois",11489
0500000US17187,"Warren County, Illinois",17167
0500000US17189,"Washington County, Illinois",14030
0500000US17191,"Wayne County, Illinois",16495
0500000US17193,"White County, Illinois",13938
0500000US17195,"Whiteside County, Illinois",56118
0500000US17197,"Will County, Illinois",692661
0500000US17199,"Williamson County, Illinois",67328
0500000US17201,"Winnebago County, Illinois",284778
0500000US17203,"Woodford County, Illinois",38726
0500000US18001,"Adams County, Indiana",35491
0500000US18003,"Allen County, Indiana",372877
0500000US18005,"Bartholomew County, Indiana",82040
0500000US18007,"Benton County, Indiana",8613
0500000US18009,"Blackford County, Indiana",11976
0500000US18011,"Boone County, Indiana",65875
0500000US18013,"Brown County, Indiana",15035
0500000US18015,"Carroll County, Indiana",20039
0500000US18017,"Cass County, Indiana",37994
0500000US18019,"Clark County, Indiana",116973
0500000US18021,"Clay County, Indiana",26198
0500000US18023,"Clinton County, Indiana",32317
0500000US18025,"Crawford County, Indiana",10566
0500000US18027,"Daviess County, Indiana",33113
0500000US18029,"Dearborn County, Indiana",49741
0500000US18031,"Decatur County, Indiana",26737
0500000US18033,"DeKalb County, Indiana",42836
0500000US18035,"Delaware County, Indiana",115184
0500000US18037,"Dubois County, Indiana",42558
0500000US18039,"Elkhart County, Indiana",205032
0500000US18041,"Fayette County, Indiana",23209
0500000US18043,"Floyd County, Indiana",77071
0500000US18045,"Fountain County, Indiana",16505
0500000US18047,"Franklin County, Indiana",22619
0500000US18049,"Fulton County, Indiana",20059
0500000US18051,"Gibson County, Indiana",33576
0500000US18053,"Grant County, Indiana",66491
0500000US18055,"Greene County, Indiana",32177
0500000US18057,"Hamilton County, Indiana",323747
0500000US18059,"Hancock County, Indiana",74985
0500000US18061,"Harrison County, Indiana",39898
0500000US18063,"Hendricks County, Indiana",163685
0500000US18065,"Henry County, Indiana",48476
0500000US18067,"Howard County, Indiana",82363
0500000US18069,"Huntington County, Indiana",36337
0500000US18071,"Jackson County, Indiana",43884
0500000US18073,"Jasper County, Indiana",33447
0500000US18075,"Jay County, Indiana",20945
0500000US18077,"Jefferson County, Indiana",32089
0500000US18079,"Jennings County, Indiana",27626
0500000US18081,"Johnson County, Indiana",153897
0500000US18083,"Knox County, Indiana",37508
0500000US18085,"Kosciusko County, Indiana",79206
0500000US18087,"LaGrange County, Indiana",39303
0500000US18089,"Lake County, Indiana",485640
0500000US18091,"LaPorte County, Indiana",110029
0500000US18093,"Lawrence County, Indiana",45666
0500000US18095,"Madison County, Indiana",129498
0500000US18097,"Marion County, Indiana",950082
0500000US18099,"Marshall County, Indiana",46498
0500000US18101,"Martin County, Indiana",10215
0500000US18103,"Miami County, Indiana",35845
0500000US18105,"Monroe County, Indiana",146986
0500000US18107,"Montgomery County, Indiana",38525
0500000US18109,"Morgan County, Indiana",69713
0500000US18111,"Newton County, Indiana",14130
0500000US18113,"Noble County, Indiana",47452
0500000US18115,"Ohio County, Indiana",5828
0500000US18117,"Orange County, Indiana",19426
0500000US18119,"Owen County, Indiana",20839
0500000US18121,"Parke County, Indiana",16886
0500000US18123,"Perry County, Indiana",19081
0500000US18125,"Pike County, Indiana",12365
0500000US18127,"Porter County, Indiana",168404
0500000US18129,"Posey County, Indiana",25595
0500000US18131,"Pulaski County, Indiana",12534
0500000US18133,"Putnam County, Indiana",37702
0500000US18135,"Randolph County, Indiana",24922
0500000US18137,"Ripley County, Indiana",28442
0500000US18139,"Rush County, Indiana",16645
0500000US18141,"St. Joseph County, Indiana",270434
0500000US18143,"Scott County, Indiana",23870
0500000US18145,"Shelby County, Indiana",44395
0500000US18147,"Spencer County, Indiana",20394
0500000US18149,"Starke County, Indiana",22893
0500000US18151,"Steuben County, Indiana",34484
0500000US18153,"Sullivan County, Indiana",20746
0500000US18155,"Switzerland County, Indiana",10696
0500000US18157,"Tippecanoe County, Indiana",190587
0500000US18159,"Tipton County, Indiana",15128
0500000US18161,"Union County, Indiana",7200
0500000US18163,"Vanderburgh County, Indiana",181616
0500000US18165,"Vermillion County, Indiana",15505
0500000US18167,"Vigo County, Indiana",107516
0500000US18169,"Wabash County, Indiana",31443
0500000US18171,"Warren County, Indiana",8201
0500000US18173,"Warrick County, Indiana",62530
0500000US18175,"Washington County, Indiana",27827
0500000US18177,"Wayne County, Indiana",66185
0500000US18179,"Wells County, Indiana",27984
0500000US18181,"White County, Indiana",24182
0500000US18183,"Whitley County, Indiana",33756
0500000US19001,"Adair County, Iowa",7054
0500000US19003,"Adams County, Iowa",3686
0500000US19005,"Allamakee County, Iowa",13884
0500000US19007,"Appanoose County, Iowa",12352
0500000US19009,"Audubon County, Iowa",5578
0500000US19011,"Benton County, Iowa",25642
0500000US19013,"Black Hawk County, Iowa",132648
0500000US19015,"Boone County, Iowa",26484
0500000US19017,"Bremer County, Iowa",24911
0500000US19019,"Buchanan County, Iowa",21202
0500000US19021,"Buena Vista County, Iowa",20110
0500000US19023,"Butler County, Iowa",14606
0500000US19025,"Calhoun County, Iowa",9746
0500000US19027,"Carroll County, Iowa",20320
0500000US19029,"Cass County, Iowa",13145
0500000US19031,"Cedar County, Iowa",18543
0500000US19033,"Cerro Gordo County, Iowa",43006
0500000US19035,"Cherokee County, Iowa",11316
0500000US19037,"Chickasaw County, Iowa",12005
0500000US19039,"Clarke County, Iowa",9374
0500000US19041,"Clay County, Iowa",16170
0500000US19043,"Clayton County, Iowa",17637
0500000US19045,"Clinton County, Iowa",47010
0500000US19047,"Crawford County, Iowa",17056
0500000US19049,"Dallas County, Iowa",87235
0500000US19051,"Davis County, Iowa",8966
0500000US19053,"Decatur County, Iowa",7950
0500000US19055,"Delaware County, Iowa",17153
0500000US19057,"Des Moines County, Iowa",39417
0500000US19059,"Dickinson County, Iowa",17199
0500000US19061,"Dubuque County, Iowa",97041
0500000US19063,"Emmet County, Iowa",9432
0500000US19065,"Fayette County, Iowa",19796
0500000US19067,"Floyd County, Iowa",15744
0500000US19069,"Franklin County, Iowa",10164
0500000US19071,"Fremont County, Iowa",6948
0500000US19073,"Greene County, Iowa",8981
0500000US19075,"Grundy County, Iowa",12333
0500000US19077,"Guthrie County, Iowa",10670
0500000US19079,"Hamilton County, Iowa",15115
0500000US19081,"Hancock County, Iowa",10771
0500000US19083,"Hardin County, Iowa",17048
0500000US19085,"Harrison County, Iowa",14136
0500000US19087,"Henry County, Iowa",19863
0500000US19089,"Howard County, Iowa",9228
0500000US19091,"Humboldt County, Iowa",9564
0500000US19093,"Ida County, Iowa",6865
0500000US19095,"Iowa County, Iowa",16103
0500000US19097,"Jackson County, Iowa",19366
0500000US19099,"Jasper County, Iowa",36966
0500000US19101,"Jefferson County, Iowa",18422
0500000US19103,"Johnson County, Iowa",149210
0500000US19105,"Jones County, Iowa",20536
0500000US19107,"Keokuk County, Iowa",10153
0500000US19109,"Kossuth County, Iowa",14999
0500000US19111,"Lee County, Iowa",34295
0500000US19113,"Linn County, Iowa",224115
0500000US19115,"Louisa County, Iowa",11184
0500000US19117,"Lucas County, Iowa",8534
0500000US19119,"Lyon County, Iowa",11792
0500000US19121,"Madison County, Iowa",16013
0500000US19123,"Mahaska County, Iowa",22235
0500000US19125,"Marion County, Iowa",33105
0500000US19127,"Marshall County, Iowa",40288
0500000US19129,"Mills County, Iowa",15068
0500000US19131,"Mitchell County, Iowa",10631
0500000US19133,"Monona County, Iowa",8740
0500000US19135,"Monroe County, Iowa",7845
0500000US19137,"Montgomery County, Iowa",10137
0500000US19139,"Muscatine County, Iowa",42880
0500000US19141,"O'Brien County, Iowa",13801
0500000US19143,"Osceola County, Iowa",6045
0500000US19145,"Page County, Iowa",15224
0500000US19147,"Palo Alto County, Iowa",9092
0500000US19149,"Plymouth County, Iowa",25220
0500000US19151,"Pocahontas County, Iowa",6846
0500000US19153,"Polk County, Iowa",481830
0500000US19155,"Pottawattamie County, Iowa",93386
0500000US19157,"Poweshiek County, Iowa",18314
0500000US19159,"Ringgold County, Iowa",5034
0500000US19161,"Sac County, Iowa",9817
0500000US19163,"Scott County, Iowa",172509
0500000US19165,"Shelby County, Iowa",11628
0500000US19167,"Sioux County, Iowa",34860
0500000US19169,"Story County, Iowa",97502
0500000US19171,"Tama County, Iowa",17058
0500000US19173,"Taylor County, Iowa",6178
0500000US19175,"Union County, Iowa",12450
0500000US19177,"Van Buren County, Iowa",7157
0500000US19179,"Wapello County, Iowa",35044
0500000US19181,"Warren County, Iowa",50163
0500000US19183,"Washington County, Iowa",22281
0500000US19185,"Wayne County, Iowa",6476
0500000US19187,"Webster County, Iowa",36605
0500000US19189,"Winnebago County, Iowa",10587
0500000US19191,"Winneshiek County, Iowa",20201
0500000US19193,"Woodbury County, Iowa",102429
0500000US19195,"Worth County, Iowa",7469
0500000US19197,"Wright County, Iowa",12784
0500000US20001,"Allen County, Kansas",12519
0500000US20003,"Anderson County, Kansas",7833
0500000US20005,"Atchison County, Kansas",16332
0500000US20007,"Barber County, Kansas",4586
0500000US20009,"Barton County, Kansas",26476
0500000US20011,"Bourbon County, Kansas",14754
0500000US20013,"Brown County, Kansas",9641
0500000US20015,"Butler County, Kansas",66878
0500000US20017,"Chase County, Kansas",2683
0500000US20019,"Chautauqua County, Kansas",3363
0500000US20021,"Cherokee County, Kansas",20115
0500000US20023,"Cheyenne County, Kansas",2683
0500000US20025,"Clark County, Kansas",2004
0500000US20027,"Clay County, Kansas",7958
0500000US20029,"Cloud County, Kansas",8991
0500000US20031,"Coffey County, Kansas",8224
0500000US20033,"Comanche County, Kansas",1790
0500000US20035,"Cowley County, Kansas",35361
0500000US20037,"Crawford County, Kansas",39034
0500000US20039,"Decatur County, Kansas",2885
0500000US20041,"Dickinson County, Kansas",18902
0500000US20043,"Doniphan County, Kansas",7727
0500000US20045,"Douglas County, Kansas",120793
0500000US20047,"Edwards County, Kansas",2893
0500000US20049,"Elk County, Kansas",2498
0500000US20051,"Ellis County, Kansas",28689
0500000US20053,"Ellsworth County, Kansas",6330
0500000US20055,"Finney County, Kansas",37084
0500000US20057,"Ford County, Kansas",34381
0500000US20059,"Franklin County, Kansas",25733
0500000US20061,"Geary County, Kansas",33855
0500000US20063,"Gove County, Kansas",2631
0500000US20065,"Graham County, Kansas",2495
0500000US20067,"Grant County, Kansas",7526
0500000US20069,"Gray County, Kansas",5958
0500000US20071,"Greeley County, Kansas",1249
0500000US20073,"Greenwood County, Kansas",6123
0500000US20075,"Hamilton County, Kansas",2640
0500000US20077,"Harper County, Kansas",5590
0500000US20079,"Harvey County, Kansas",34544
0500000US20081,"Haskell County, Kansas",4053
0500000US20083,"Hodgeman County, Kansas",1842
0500000US20085,"Jackson County, Kansas",13318
0500000US20087,"Jefferson County, Kansas",18998
0500000US20089,"Jewell County, Kansas",2850
0500000US20091,"Johnson County, Kansas",591178
0500000US20093,"Kearny County, Kansas",3960
0500000US20095,"Kingman County, Kansas",7360
0500000US20097,"Kiowa County, Kansas",2485
0500000US20099,"Labette County, Kansas",20145
0500000US20101,"Lane County, Kansas",1559
0500000US20103,"Leavenworth County, Kansas",81095
0500000US20105,"Lincoln County, Kansas",3043
0500000US20107,"Linn County, Kansas",9726
0500000US20109,"Logan County, Kansas",2821
0500000US20111,"Lyon County, Kansas",33392
0500000US20113,"McPherson County, Kansas",28708
0500000US20115,"Marion County, Kansas",11986
0500000US20117,"Marshall County, Kansas",9745
0500000US20119,"Meade County, Kansas",4303
0500000US20121,"Miami County, Kansas",33461
0500000US20123,"Mitchell County, Kansas",6128
0500000US20125,"Montgomery County, Kansas",32556
0500000US20127,"Morris County, Kansas",5455
0500000US20129,"Morton County, Kansas",2740
0500000US20131,"Nemaha County, Kansas",10118
0500000US20133,"Neosho County, Kansas",16015
0500000US20135,"Ness County, Kansas",2869
0500000US20137,"Norton County, Kansas",5441
0500000US20139,"Osage County, Kansas",15772
0500000US20141,"Osborne County, Kansas",3610
0500000US20143,"Ottawa County, Kansas",5863
0500000US20145,"Pawnee County, Kansas",6680
0500000US20147,"Phillips County, Kansas",5370
0500000US20149,"Pottawatomie County, Kansas",23908
0500000US20151,"Pratt County, Kansas",9547
0500000US20153,"Rawlins County, Kansas",2497
0500000US20155,"Reno County, Kansas",62510
0500000US20157,"Republic County, Kansas",4691
0500000US20159,"Rice County, Kansas",9660
0500000US20161,"Riley County, Kansas",74172
0500000US20163,"Rooks County, Kansas",5043
0500000US20165,"Rush County, Kansas",3103
0500000US20167,"Russell County, Kansas",6915
0500000US20169,"Saline County, Kansas",54734
0500000US20171,"Scott County, Kansas",4961
0500000US20173,"Sedgwick County, Kansas",513687
0500000US20175,"Seward County, Kansas",22159
0500000US20177,"Shawnee County, Kansas",178187
0500000US20179,"Sheridan County, Kansas",2527
0500000US20181,"Sherman County, Kansas",5930
0500000US20183,"Smith County, Kansas",3668
0500000US20185,"Stafford County, Kansas",4207
0500000US20187,"Stanton County, Kansas",2060
0500000US20189,"Stevens County, Kansas",5612
0500000US20191,"Sumner County, Kansas",23159
0500000US20193,"Thomas County, Kansas",7788
0500000US20195,"Trego County, Kansas",2884
0500000US20197,"Wabaunsee County, Kansas",6874
0500000US20199,"Wallace County, Kansas",1524
0500000US20201,"Washington County, Kansas",5485
0500000US20203,"Wichita County, Kansas",2125
0500000US20205,"Wilson County, Kansas",8675
0500000US20207,"Woodson County, Kansas",3147
0500000US20209,"Wyandotte County, Kansas",165288
0500000US21001,"Adair County, Kentucky",19485
0500000US21003,"Allen County, Kentucky",20933
0500000US21005,"Anderson County, Kentucky",22544
0500000US21007,"Ballard County, Kentucky",8039
0500000US21009,"Barren County, Kentucky",43801
0500000US21011,"Bath County, Kentucky",12378
0500000US21013,"Bell County, Kentucky",26894
0500000US21015,"Boone County, Kentucky",130728
0500000US21017,"Bourbon County, Kentucky",20029
0500000US21019,"Boyd County, Kentucky",47979
0500000US21021,"Boyle County, Kentucky",29924
0500000US21023,"Bracken County, Kentucky",8267
0500000US21025,"Breathitt County, Kentucky",12946
0500000US21027,"Breckinridge County, Kentucky",20111
0500000US21029,"Bullitt County, Kentucky",80246
0500000US21031,"Butler County, Kentucky",12831
0500000US21033,"Caldwell County, Kentucky",12639
0500000US21035,"Calloway County, Kentucky",38919
0500000US21037,"Campbell County, Kentucky",92488
0500000US21039,"Carlisle County, Kentucky",4846
0500000US21041,"Carroll County, Kentucky",10713
0500000US21043,"Carter County, Kentucky",27144
0500000US21045,"Casey County, Kentucky",15750
0500000US21047,"Christian County, Kentucky",70416
0500000US21049,"Clark County, Kentucky",36046
0500000US21051,"Clay County, Kentucky",20366
0500000US21053,"Clinton County, Kentucky",10276
0500000US21055,"Crittenden County, Kentucky",9084
0500000US21057,"Cumberland County, Kentucky",6706
0500000US21059,"Daviess County, Kentucky",100374
0500000US21061,"Edmonson County, Kentucky",12226
0500000US21063,"Elliott County, Kentucky",7523
0500000US21065,"Estill County, Kentucky",14277
0500000US21067,"Fayette County, Kentucky",321959
0500000US21069,"Fleming County, Kentucky",14446
0500000US21071,"Floyd County, Kentucky",36271
0500000US21073,"Franklin County, Kentucky",50485
0500000US21075,"Fulton County, Kentucky",6192
0500000US21077,"Gallatin County, Kentucky",8776
0500000US21079,"Garrard County, Kentucky",17523
0500000US21081,"Grant County, Kentucky",24984
0500000US21083,"Graves County, Kentucky",37121
0500000US21085,"Grayson County, Kentucky",26358
0500000US21087,"Green County, Kentucky",11065
0500000US21089,"Greenup County, Kentucky",35518
0500000US21091,"Hancock County, Kentucky",8801
0500000US21093,"Hardin County, Kentucky",108071
0500000US21095,"Harlan County, Kentucky",26713
0500000US21097,"Harrison County, Kentucky",18781
0500000US21099,"Hart County, Kentucky",18757
0500000US21101,"Henderson County, Kentucky",45928
0500000US21103,"Henry County, Kentucky",16006
0500000US21105,"Hickman County, Kentucky",4520
0500000US21107,"Hopkins County, Kentucky",45547
0500000US21109,"Jackson County, Kentucky",13431
0500000US21111,"Jefferson County, Kentucky",771158
0500000US21113,"Jessamine County, Kentucky",53375
0500000US21115,"Johnson County, Kentucky",22594
0500000US21117,"Kenton County, Kentucky",165399
0500000US21119,"Knott County, Kentucky",15291
0500000US21121,"Knox County, Kentucky",31227
0500000US21123,"Larue County, Kentucky",14205
0500000US21125,"Laurel County, Kentucky",60174
0500000US21127,"Lawrence County, Kentucky",15719
0500000US21129,"Lee County, Kentucky",6570
0500000US21131,"Leslie County, Kentucky",10334
0500000US21133,"Letcher County, Kentucky",22339
0500000US21135,"Lewis County, Kentucky",13339
0500000US21137,"Lincoln County, Kentucky",24456
0500000US21139,"Livingston County, Kentucky",9269
0500000US21141,"Logan County, Kentucky",27060
0500000US21143,"Lyon County, Kentucky",8082
0500000US21145,"McCracken County, Kentucky",65385
0500000US21147,"McCreary County, Kentucky",17465
0500000US21149,"McLean County, Kentucky",9201
0500000US21151,"Madison County, Kentucky",91226
0500000US21153,"Magoffin County, Kentucky",12538
0500000US21155,"Marion County, Kentucky",19395
0500000US21157,"Marshall County, Kentucky",31382
0500000US21159,"Martin County, Kentucky",11452
0500000US21161,"Mason County, Kentucky",17174
0500000US21163,"Meade County, Kentucky",28154
0500000US21165,"Menifee County, Kentucky",6455
0500000US21167,"Mercer County, Kentucky",21521
0500000US21169,"Metcalfe County, Kentucky",10107
0500000US21171,"Monroe County, Kentucky",10659
0500000US21173,"Montgomery County, Kentucky",27928
0500000US21175,"Morgan County, Kentucky",13188
0500000US21177,"Muhlenberg County, Kentucky",30816
0500000US21179,"Nelson County, Kentucky",45640
0500000US21181,"Nicholas County, Kentucky",7130
0500000US21183,"Ohio County, Kentucky",24182
0500000US21185,"Oldham County, Kentucky",66415
0500000US21187,"Owen County, Kentucky",10765
0500000US21189,"Owsley County, Kentucky",4435
0500000US21191,"Pendleton County, Kentucky",14573
0500000US21193,"Perry County, Kentucky",26553
0500000US21195,"Pike County, Kentucky",58883
0500000US21197,"Powell County, Kentucky",12374
0500000US21199,"Pulaski County, Kentucky",64449
0500000US21201,"Robertson County, Kentucky",2134
0500000US21203,"Rockcastle County, Kentucky",16698
0500000US21205,"Rowan County, Kentucky",24517
0500000US21207,"Russell County, Kentucky",17775
0500000US21209,"Scott County, Kentucky",54873
0500000US21211,"Shelby County, Kentucky",47421
0500000US21213,"Simpson County, Kentucky",18108
0500000US21215,"Spencer County, Kentucky",18507
0500000US21217,"Taylor County, Kentucky",25472
0500000US21219,"Todd County, Kentucky",12243
0500000US21221,"Trigg County, Kentucky",14444
0500000US21223,"Trimble County, Kentucky",8561
0500000US21225,"Union County, Kentucky",14668
0500000US21227,"Warren County, Kentucky",128845
0500000US21229,"Washington County, Kentucky",12126
0500000US21231,"Wayne County, Kentucky",20716
0500000US21233,"Webster County, Kentucky",13018
0500000US21235,"Whitley County, Kentucky",36214
0500000US21237,"Wolfe County, Kentucky",7264
0500000US21239,"Woodford County, Kentucky",26368
0500000US22001,"Acadia Parish, Louisiana",62590
0500000US22003,"Allen Parish, Louisiana",25621
0500000US22005,"Ascension Parish, Louisiana",122948
0500000US22007,"Assumption Parish, Louisiana",22526
0500000US22009,"Avoyelles Parish, Louisiana",40980
0500000US22011,"Beauregard Parish, Louisiana",36928
0500000US22013,"Bienville Parish, Louisiana",13638
0500000US22015,"Bossier Parish, Louisiana",127634
0500000US22017,"Caddo Parish, Louisiana",246581
0500000US22019,"Calcasieu Parish, Louisiana",202445
0500000US22021,"Caldwell Parish, Louisiana",9950
0500000US22023,"Cameron Parish, Louisiana",6912
0500000US22025,"Catahoula Parish, Louisiana",9875
0500000US22027,"Claiborne Parish, Louisiana",15969
0500000US22029,"Concordia Parish, Louisiana",19866
0500000US22031,"De Soto Parish, Louisiana",27340
0500000US22033,"East Baton Rouge Parish, Louisiana",446268
0500000US22035,"East Carroll Parish, Louisiana",7126
0500000US22037,"East Feliciana Parish, Louisiana",19412
0500000US22039,"Evangeline Parish, Louisiana",33708
0500000US22041,"Franklin Parish, Louisiana",20260
0500000US22043,"Grant Parish, Louisiana",22336
0500000US22045,"Iberia Parish, Louisiana",72176
0500000US22047,"Iberville Parish, Louisiana",33027
0500000US22049,"Jackson Parish, Louisiana",15846
0500000US22051,"Jefferson Parish, Louisiana",439036
0500000US22053,"Jefferson Davis Parish, Louisiana",31477
0500000US22055,"Lafayette Parish, Louisiana",242485
0500000US22057,"Lafourche Parish, Louisiana",98426
0500000US22059,"LaSalle Parish, Louisiana",14933
0500000US22061,"Lincoln Parish, Louisiana",47744
0500000US22063,"Livingston Parish, Louisiana",138228
0500000US22065,"Madison Parish, Louisiana",11316
0500000US22067,"Morehouse Parish, Louisiana",25641
0500000US22069,"Natchitoches Parish, Louisiana",39021
0500000US22071,"Orleans Parish, Louisiana",393292
0500000US22073,"Ouachita Parish, Louisiana",155874
0500000US22075,"Plaquemines Parish, Louisiana",23348
0500000US22077,"Pointe Coupee Parish, Louisiana",22268
0500000US22079,"Rapides Parish, Louisiana",131648
0500000US22081,"Red River Parish, Louisiana",8536
0500000US22083,"Richland Parish, Louisiana",20411
0500000US22085,"Sabine Parish, Louisiana",24018
0500000US22087,"St. Bernard Parish, Louisiana",46202
0500000US22089,"St. Charles Parish, Louisiana",52749
0500000US22091,"St. Helena Parish, Louisiana",10363
0500000US22093,"St. James Parish, Louisiana",21367
0500000US22095,"St. John the Baptist Parish, Louisiana",43441
0500000US22097,"St. Landry Parish, Louisiana",83497
0500000US22099,"St. Martin Parish, Louisiana",54171
0500000US22101,"St. Mary Parish, Louisiana",50973
0500000US22103,"St. Tammany Parish, Louisiana",256327
0500000US22105,"Tangipahoa Parish, Louisiana",132497
0500000US22107,"Tensas Parish, Louisiana",4615
0500000US22109,"Terrebonne Parish, Louisiana",112086
0500000US22111,"Union Parish, Louisiana",22571
0500000US22113,"Vermilion Parish, Louisiana",60136
0500000US22115,"Vernon Parish, Louisiana",50726
0500000US22117,"Washington Parish, Louisiana",46633
0500000US22119,"Webster Parish, Louisiana",39378
0500000US22121,"West Baton Rouge Parish, Louisiana",26265
0500000US22123,"West Carroll Parish, Louisiana",10981
0500000US22125,"West Feliciana Parish, Louisiana",15380
0500000US22127,"Winn Parish, Louisiana",14311
0500000US23001,"Androscoggin County, Maine",107651
0500000US23003,"Aroostook County, Maine",67653
0500000US23005,"Cumberland County, Maine",292500
0500000US23007,"Franklin County, Maine",29988
0500000US23009,"Hancock County, Maine",54497
0500000US23011,"Kennebec County, Maine",121821
0500000US23013,"Knox County, Maine",39790
0500000US23015,"Lincoln County, Maine",34204
0500000US23017,"Oxford County, Maine",57439
0500000US23019,"Penobscot County, Maine",151957
0500000US23021,"Piscataquis County, Maine",16773
0500000US23023,"Sagadahoc County, Maine",35392
0500000US23025,"Somerset County, Maine",50626
0500000US23027,"Waldo County, Maine",39832
0500000US23029,"Washington County, Maine",31593
0500000US23031,"York County, Maine",204191
0500000US24001,"Allegany County, Maryland",71615
0500000US24003,"Anne Arundel County, Maryland",573235
0500000US24005,"Baltimore County, Maryland",832468
0500000US24009,"Calvert County, Maryland",91502
0500000US24011,"Caroline County, Maryland",33193
0500000US24013,"Carroll County, Maryland",167781
0500000US24015,"Cecil County, Maryland",102746
0500000US24017,"Charles County, Maryland",159700
0500000US24019,"Dorchester County, Maryland",32162
0500000US24021,"Frederick County, Maryland",252022
0500000US24023,"Garrett County, Maryland",29233
0500000US24025,"Harford County, Maryland",252160
0500000US24027,"Howard County, Maryland",321113
0500000US24029,"Kent County, Maryland",19384
0500000US24031,"Montgomery County, Maryland",1058810
0500000US24033,"Prince George's County, Maryland",912756
0500000US24035,"Queen Anne's County, Maryland",49770
0500000US24037,"St. Mary's County, Maryland",112667
0500000US24039,"Somerset County, Maryland",25918
0500000US24041,"Talbot County, Maryland",37103
0500000US24043,"Washington County, Maryland",150578
0500000US24045,"Wicomico County, Maryland",102923
0500000US24047,"Worcester County, Maryland",51690
0500000US24510,"Baltimore city, Maryland",611648
0500000US25001,"Barnstable County, Massachusetts",213444
0500000US25003,"Berkshire County, Massachusetts",126313
0500000US25005,"Bristol County, Massachusetts",561483
0500000US25007,"Dukes County, Massachusetts",17325
0500000US25009,"Essex County, Massachusetts",785205
0500000US25011,"Franklin County, Massachusetts",70702
0500000US25013,"Hampden County, Massachusetts",469818
0500000US25015,"Hampshire County, Massachusetts",161834
0500000US25017,"Middlesex County, Massachusetts",1602947
0500000US25019,"Nantucket County, Massachusetts",11229
0500000US25021,"Norfolk County, Massachusetts",700322
0500000US25023,"Plymouth County, Massachusetts",515142
0500000US25025,"Suffolk County, Massachusetts",797939
0500000US25027,"Worcester County, Massachusetts",826116
0500000US26001,"Alcona County, Michigan",10351
0500000US26003,"Alger County, Michigan",9121
0500000US26005,"Allegan County, Michigan",116447
0500000US26007,"Alpena County, Michigan",28462
0500000US26009,"Antrim County, Michigan",23292
0500000US26011,"Arenac County, Michigan",15045
0500000US26013,"Baraga County, Michigan",8441
0500000US26015,"Barry County, Michigan",60586
0500000US26017,"Bay County, Michigan",104239
0500000US26019,"Benzie County, Michigan",17573
0500000US26021,"Berrien County, Michigan",154259
0500000US26023,"Branch County, Michigan",43410
0500000US26025,"Calhoun County, Michigan",134128
0500000US26027,"Cass County, Michigan",51381
0500000US26029,"Charlevoix County, Michigan",26139
